Código;GT;Autores;Instituciones
8737 ;19. Acciones Colectivas y Movimientos Sociales;"1Caroline Scherer; 1Guillermo Omar Orsi";1 - UFRGS
8738 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;"1Bruna Schubert; 1Aragon Érico Dasso Júnior; 1Cláucia Piccoli Faganello; 1Íris Pereira Guedes; 1Rodrigo Almeida Soares; 1Alexandre Piccoli Faganello; 2Carlos Honorato Schuch Santos; 1Thaís Recoba Campodonico; 1Frederico Oderich Muniz";1 - UFRGS, 2 - FURG
8739 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;1José Luiz Bica de Mélo;1 - UNISINOS
8740 ;09. Estructura Social, Dinámica Demográfica y Migraciones;"1Telesforo Ramirez-Garcia; 2Verónica Montes de Oca";1 - Centro Regional de Investigaciones Multidiciplinarias (CRIM) de la UNAM, 2 - Instituto de Investigaciones Sociales de la UNAM
8741 ;21. Sociología de la Niñez, Juventud y Envejecimiento;1Mónica Velásquez Pineda;1 - Universidad del Valle
8742 ;08. Desigualdad, Pobreza y Exclusión Social;"1JUAN ALBERTO CASTAÑEDA ALCAINO; 2MARCEL ALVAREZ LERZUNDI; 2EDUARDO GALLEGOS CASTILLO; 2KATHERINE QUINTANILLA BUSTOS";1 - UNIVERSIDAD CATOLICA SILVA HENRIQUEZ., 2 - Universidad Católica Silva Henríquez
8743 ;17. Trabajo y Restructuración Productiva;"1Maressa Fauzia Pessoa Dantas Maressa; 1Luciana Batista de Oliveira Cantalice Luciana";1 - Universidade Federal da Paraíba
8745 ;24. Sociología de la Educación y Políticas Educativas;1Bruno Gadelha Xavier;1 - Faculdade de Direito de Vitória (FDV)/Universidade Federal do Espírito Santo (UFES)/ Universidade Federal do Rio de Janeiro (UFRJ)
8746 ;08. Desigualdad, Pobreza y Exclusión Social;"1Augusto Marcos Fagundes Oliveira Marcos; 2Kleicer Cardoso Rocha Kleicer; 3Luciana de Freitas Silveira Luciana";1 - Universidade Estadual de Santa Cruz, 2 - PROJETO INTEGRAR – GESTUS, 3 - Universidade Federal de Santa Catarina- Projeto Integrar - GESTUS
8747 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;"1Luis Alexandre da Silva Alves; 1Fabrizio Moraes Fernández; 1Emerson de Oliveira Rodrigues";1 - Universidade Federal de Pelotas (UFPel)
8748 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;"1María Fernanda Vega Solano; 1Yendry Alejandra Sánchez Picado; 1Jorge Eduardo Loaiza Cárdenas";1 - Escuela de Economía Universidad Nacional de Costa Rica
8751 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;"1Danilo Martins Brandelli Danilo; 1Aldo Duran Gil Aldo";1 - Universidade Federal de Uberlândia
8752 ;16. Universidad Latinoamericana: interpelaciones y desafíos;"1Ana Maria de Barros; 2Rodrigo Alvarenga; 3Juliana Gouveia Alves da Silva";1 - UFPE, 2 - PUCPR, 3 - Faculdade Maurício de Nassau
8753 ;17. Trabajo y Restructuración Productiva;1Agustín Moro;1 - UBA-Ceil Piette
8754 ;26. Sociología de los Cuerpos y las Emociones;1Pedro Vítor Gadelha Mendes;1 - UFRGS
8755 ;06. Imaginarios Sociales y Memoria;1Marisol Facuse Muñoz;1 - Universidad de Chile
8756 ;22. Sociología del Ocio y el Deporte;1Hugo León Zenteno;1 - Universidad Iberoamericana Puebla
8757 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;"1roxana gabriela crudi; 1juan bruno ferenaz; 1jose manuel grima";1 - Instituto gino germani, facultad de ciencias sociales, UBA
8758 ;09. Estructura Social, Dinámica Demográfica y Migraciones;"1Fernanda Fonseca Felix; 1Luana Junqueira Dias Myrrha";1 - UFRN
8759 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;"1Rosilene Komarcheski; 2Cassius Marcelus Cruz";1 - Universidade Federal do Paraná, 2 - Universidade Estadual de Campinas
8760 ;16. Universidad Latinoamericana: interpelaciones y desafíos;"1Cory Duarte Hidalgo; 1Viviana Rodríguez Venegas";1 - Universidad de Atacama
8761 ;17. Trabajo y Restructuración Productiva;1Inés Montarcé;1 - INCIHUSA- CONICET
8762 ;19. Acciones Colectivas y Movimientos Sociales;"1Aleida Azamar Alonso; 1Alelic Natalia Parra Meneses";1 - Universidad Autónoma Metropolitana
8763 ;06. Imaginarios Sociales y Memoria;1Markos Saravia Ramírez;1 - Universidad de Concepción
8764 ;07. Desarrollo Territorial, Desigualdades y descentralización;1Daniel Quinteros;1 - Universidad Arturo Prat
8765 ;08. Desigualdad, Pobreza y Exclusión Social;1Mónica Velásquez Pineda;1 - Universidad del Valle
8766 ;24. Sociología de la Educación y Políticas Educativas;1Heloisa Gomes Bandeira;1 - IFPE
8767 ;26. Sociología de los Cuerpos y las Emociones;1Salete Nery;1 - UFRB
8768 ;26. Sociología de los Cuerpos y las Emociones;1Luci Ribeiro;1 - Universidade Estadual de Londrina
8769 ;17. Trabajo y Restructuración Productiva;1Livio Matos Brandão;1 - Univerdidade Federal da Paraíba
8770 ;15. Metodología y Epistemología de las Ciencias Sociales;"1Felipe Amaral Borges; 1Lucas Casagrande";1 - UFRGS
8771 ;02. Ciudades Latinoamericanas en el Nuevo Milenio;1Claudiovan Silva;1 - UFPB
8772 ;16. Universidad Latinoamericana: interpelaciones y desafíos;1Milton Vidal;1 - UAHC
8773 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;1Rodolfo Damiánn Falconi;1 - Universidad Nacional de La Plata
8774 ;19. Acciones Colectivas y Movimientos Sociales;"1Juan Bruno ferenaz; 1roxana gabriela crudi; 1maria rosa ocampo";1 - IIGG, Facultad de Ciencias Sociales, Universidad de Buenos Aires.
8775 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Emilia Maria Nunes Limeira;1 - UFPB
8777 ;08. Desigualdad, Pobreza y Exclusión Social;"1Miguel Enrique Cuesta O.; 1Leidy Lancheros; 1Mateo Montes Martínez; 1Janeth Mosquera Becerra";1 - Universidad del Valle
8778 ;01. Ciencia, Tecnologías e Innovación;"1Carlos Brenes Castillo; 2Roberto Pineda Ibara";1 - Col, Profesionales en Sociología de Costa Rica, 2 - Col. Profesionales en Sociología de Costa Rica
8780 ;01. Ciencia, Tecnologías e Innovación;1Ailton Laurentino Caris Fagundes;1 - Universidade de São Paulo
8781 ;13. Teoría Social y Pensamiento Latinoamericano;"1Natalia Suarez; 1Daniel Ribero; 1Pedro Lagos";1 - Universidad Nacional de Colombia
8782 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Guillermo Alfonso Viasús Quintero;1 - Linguista - Universidad Nacional de Colombia. Estudiante de la maestría en ciencias sociales con mención en educación - FLACSO Argentina
8783 ;06. Imaginarios Sociales y Memoria;"1ANA PAULA LUDWIG; 1JOANA CÉLIA DOS PASSOS";1 - UNIVERSIDADE FEDERAL DE SANTA CATARINA-UFSC
8784 ;20. Sociología de la Religión;1Ana Victoria Ochoa Bohórquez;1 - Universidad de Antioquia
8786 ;26. Sociología de los Cuerpos y las Emociones;1RUBI SANCHEZ;1 - UNAM
8787 ;24. Sociología de la Educación y Políticas Educativas;1Sergio Mario Orellano Narvaez;1 - Universidade Federal do Paraná, Curitiba, Brasil
8788 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;"1Vivian Calvo-Pérez; 1Leonardo Sarmiento Mejia";1 - Universidad Nacional de Colombia
8789 ;Panel;"1Luis Fernando Vásquez Zora; 2Ana Victoria Ochoa Bohórquez; 3Jesús López Lobato; 2Jésús Ramiro Delgado Salazar";1 - Universidade Federal de Minas Gerais, 2 - Universidad de Antioquia, 3 - Universidad Atónoma del Estado de Morelos
8790 ;23. Corrupción, Violencia Social, Seguridad y Defensa;1Dennis Arley Huffington arroyo;1 - Universidad del Pacífico
8791 ;06. Imaginarios Sociales y Memoria;"1María José Reyes Andreani; 2Francisco Jeanneret Brith; 3Angélica Cruz";1 - Universidad de Chile, 2 - Universidad Academia de Humanismo Cristiano, 3 - Universidad de Valparaíso
8792 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;"1Cristiano Ferreira; 2Sandra Ferreira";1 - Universidade Federal de Pernambuo, 2 - Universidade Federal de Pernambuco
8793 ;24. Sociología de la Educación y Políticas Educativas;1Luis Fernando Sotomayor Martínez;1 - Universidad de Guanajuato
8794 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Rebeca do Nascimento Coelho;1 - SEDUC
8795 ;24. Sociología de la Educación y Políticas Educativas;1Maria Catalina López Andrade;1 - Universidad Santo Tomás
8796 ;22. Sociología del Ocio y el Deporte;1Bruno Gadelha Xavier;1 - Faculdade de Direito de Vitória (FDV)/ Universidade Federal do Espírito Santo (UFES)/ Universidade Federal do Rio de Janeiro (UFRJ)
8797 ;15. Metodología y Epistemología de las Ciencias Sociales;1Daniel Júnior Geraldo Magela;1 - Unversidade do Amazonasi
8798 ;19. Acciones Colectivas y Movimientos Sociales;1Cory Duarte HIdalgo;1 - Universidad de Atacama
8799 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Joyce Miranda Leão Martins;1 - UFRGS
8800 ;16. Universidad Latinoamericana: interpelaciones y desafíos;"1Carlos Javier Torres Miño; 1Lourdes Yessenia Cabrera Martínez; 1Ricardo Francisco Ureña López";1 - Universidad Técnica de Cotopaxi
8801 ;10. Estudios políticos, Sociojurídicos e Instituciones;"1Ana Correa; 1Alicia Acin; 1Inés León Barreto; 1Mariel Castagno; 1Melisa Herranz; 1José Paez";1 - CIFFyH Universidad Nacional de Córdoba
8802 ;07. Desarrollo Territorial, Desigualdades y descentralización;1Cristhoffer Stalin Velasco Pazmiño;1 - FLACSO
8804 ;17. Trabajo y Restructuración Productiva;1Carla Bianchini;1 - UFRGS
8805 ;17. Trabajo y Restructuración Productiva;1Bruno Gadelha Xavier;1 - Faculdade de Direito de Vitória (FDV)/ Universidade Federal do Espírito Santo (UFES)/ Universidade Federal do Rio de Janeiro (UFRJ)
8806 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;1carlos salvatore duran migliardi;1 - CEDER, Universidad de los Lagos
8807 ;06. Imaginarios Sociales y Memoria;1Carlos José Suárez García;1 - Universidad de Guadalajara
8808 ;25. Integración Regional, Geopolítica y Desarrollo;1Marco Velázquez Vergara;1 - Universidad Autónoma de la Ciudad de México
8809 ;09. Estructura Social, Dinámica Demográfica y Migraciones;"1José Alfredo Jáuregui Díaz; 2José Aurelio Granados Alcantar; 1María de Jesús Ávila Sánchez";1 - UANL-IINSO, 2 - UAEH
8810 ;23. Corrupción, Violencia Social, Seguridad y Defensa;1Manuel Rivera;1 - Escuela de Ciencia Política, Universidad de San Carlos de Guatemala
8811 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Janaina de Souza Bujes;1 - UFRGS
8812 ;18. Salud y Seguridad Social;1Lourdes Perkins;1 - UNAM FES Acatlan
8813 ;17. Trabajo y Restructuración Productiva;1Kíssia Wendy Silva de Sousa KÍSSIA;1 - Universidade Federal da Paraíba
8814 ;17. Trabajo y Restructuración Productiva;1Lucia Lira;1 - Cátedra Relaciones del Trabajo a cargo de Héctor Palomino, Facultad de Ciencias Sociales, UBA. Proyecto UBACyT radicado en el Instituto de Estudios de América Latina y el Caribe, Marcelo T. de Alvear 2230 3º piso Of. 314. (C1122AAJ) Ciudad de Buenos Aires
8815 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;"1Isaías Tobasura A.; 2Tormenta Torres R.";1 - Universidad de Caldas, 2 - Independiente
8816 ;09. Estructura Social, Dinámica Demográfica y Migraciones;"1María Georgina Garibo García; 1Blanca Laura Cordero Díaz";1 - ICSyH BUAP
8817 ;19. Acciones Colectivas y Movimientos Sociales;1Carlos Mancilla Jonguitud;1 - El Colegio de México, A.C.
8818 ;24. Sociología de la Educación y Políticas Educativas;1sonia alzamora;1 - Facultad de Ciencias Humanas , UNLPam
8821 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;"1María Guadalupe Mora Pizano; 1Alma Rosa Mora Pizano; 1Jorge Luis Morett Sánchez";1 - Universidad Autónoma Chapingo
8822 ;08. Desigualdad, Pobreza y Exclusión Social;"1ANA JULIA LACERDA MEIRA MENEZES; 1KATIA LACERDA MEIRA MENEZES";1 - Universidade Federal de Pernambuco
8824 ;05. Desarrollo Rural y cuestión agraria;1Juan Esteban Múnera Gutiérrez;1 - Universidad de Antioquia
8825 ;10. Estudios políticos, Sociojurídicos e Instituciones;"1Aline Valério Chaves; 2Marco Aurélio da Silva Freire";1 - ASCES UNITA, 2 - ASCES UNITA / UFPE
8827 ;24. Sociología de la Educación y Políticas Educativas;"1Miguel Ángel Aguilar Delgadillo; 2Patricia Antonio Pérez; 3José Luis García";1 - Universidad Autónoma Chapingo, 2 - Universidad del Valle de México, 3 - Cué
8828 ;15. Metodología y Epistemología de las Ciencias Sociales;1Sergio Mario Orellano Narvaez;1 - Universidade Federal do Paraná, Curitiba, Brasil
8829 ;18. Salud y Seguridad Social;"1Karina Atayde; 2Luz María González; 1Dubravka Mindek; 1Miriam De la Cruz";1 - Universidad Autónoma del Estado de Morelos, Facultad de Estudios Superiores de Cuautla, 2 - Universidad Autónoma del Estado de Morelos, Facultad de Medicina
8831 ;10. Estudios políticos, Sociojurídicos e Instituciones;"1Amana Martins Fagundes; 1Rodrigo Freire de Carvalho e Silva";1 - Universidade Federal da Paraíba
8832 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;"1Adriana Martínez Martínez; 1Ángela Guadalupe Olivares Mendoza";1 - UNAM
8833 ;03. Producción, Consumos Culturales y Medios de Comunicación;"1Jorge Armando Rodriguez Bohorquez; 1Sebastian Gonzalez Aguilera";1 - Universidad Nacional de Colombia
8834 ;09. Estructura Social, Dinámica Demográfica y Migraciones;1Franklin Mauricio Benítez Calix;1 - Universidad Nacional Autónoma de Honduras
8835 ;07. Desarrollo Territorial, Desigualdades y descentralización;1Ana María González;1 - Universidad Nacional de Colombia
8836 ;18. Salud y Seguridad Social;"1Magdalena Morales Domínguez; 1Sergio Meneses Navarro";1 - Centro de Investigaciones y Estudios Superiores en Antropología Social
8837 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1ANNA LUIZA A R M DE OLIVEIRA;1 - UFPE
8838 ;06. Imaginarios Sociales y Memoria;1Alexandro Silva de Jesus Alex;1 - Universidade Federal de Pernambuco
8839 ;25. Integración Regional, Geopolítica y Desarrollo;1Álvaro Álvarez;1 - IGEHCS - UNICEN
8840 ;21. Sociología de la Niñez, Juventud y Envejecimiento;1Ana Paloma Contreras Salcedo;1 - Universidad de Guadalajara
8841 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;1IGNACIO MEDINA NUÑEZ;1 - Universidad de Guadalajara
8842 ;08. Desigualdad, Pobreza y Exclusión Social;1MARÍA LUISA MUSSOT LÓPEZ;1 - UNIVERSIDAD AUTÓNOMA METROPOLITANA IZTAPALAPA
8843 ;26. Sociología de los Cuerpos y las Emociones;1Marcio Henrique de Carvalho;1 - Universidade de Brasília - UnB
8844 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Shi Alarcón Zamora;1 - Instituto Tecnológico de Costa Rica
8845 ;19. Acciones Colectivas y Movimientos Sociales;1MARIA ISABEL SANCHEZ GARCIA;1 - UNIVERSIDAD VERACRUZANA
8846 ;02. Ciudades Latinoamericanas en el Nuevo Milenio;1Karina Chavez Arana;1 - Pontificia Universidad Católica del Perú
8847 ;09. Estructura Social, Dinámica Demográfica y Migraciones;1Sofía Andrea Meza Mejía;1 - Universidad de Guadalajara
8848 ;16. Universidad Latinoamericana: interpelaciones y desafíos;"1TOMAS ENRIQUE FELIPE OBANDO; 1LILIANA MARISOL MENDIOLA SEVILLANO";1 - UNIVERSIDAD NACIONAL DE TRUJILLO
8849 ;10. Estudios políticos, Sociojurídicos e Instituciones;1María Andrea Enríquez Marín;1 - El Colegio de México
8850 ;20. Sociología de la Religión;1Pedro Manuel Lagos Chacón;1 - Universidad Nacional de Colombia
8851 ;17. Trabajo y Restructuración Productiva;1Beatriz Torres Góngora;1 - UNIVERSIDAD AUTONOMA DE YUCATÁN
8852 ;09. Estructura Social, Dinámica Demográfica y Migraciones;1Jair Jonas Gómez Palomino;1 - UNMSM
8853 ;26. Sociología de los Cuerpos y las Emociones;"1Eva Maria Lucumi; 2karina Valenzuela";1 - Moreno, 2 - Bravo
8854 ;10. Estudios políticos, Sociojurídicos e Instituciones;1DAVID RODRÍGUEZ ALTAMIRANO;1 - BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA
8855 ;17. Trabajo y Restructuración Productiva;"1Monserrat Tirado Gaytán; 2Carolina Edith Sánchez Ramirez; 3Leomar Mar Medina";1 - IIESES de la U.V, 2 - IIHS de la UV, 3 - COLVER
8857 ;17. Trabajo y Restructuración Productiva;"1Esther Elleny Pérez Sahd; 1Georgina Dolores Sandoval Ballesteros";1 - Universidad de Guadalajara
8858 ;06. Imaginarios Sociales y Memoria;1Gloria Inés Restrepo Castañeda;1 - Centro Nacional de Memoria Histórica
8859 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;1Carlos Adolfo Rojas Mendoza;1 - Universidad Alas Peruanas
8860 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Aidé Grijalva;1 - Universidad Autónoma de Baja California
8861 ;24. Sociología de la Educación y Políticas Educativas;"1Erizel Sánchez; 1Emmanuel Bautista";1 - Instituto de Estudios Superiores de Oaxaca
8862 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;"1Luis Miguel Buitrago Roa; 2Lisvet Carolina Pulido Valbuena";1 - Universidad Nacional de Colombia, 2 - Universidad Pedagógica Nacional
8863 ;01. Ciencia, Tecnologías e Innovación;"1Omar García Ponce de León; 1Amalia Isabel Izquierdo Campos; 1Miriam de la Cruz Reyes";1 - Universidad Autónoma del Estado de Morelos
8864 ;08. Desigualdad, Pobreza y Exclusión Social;"1CARLOS FRANCISCO MOZO BLAS; 1TOMAS ENRIQUE FELIPE OBANDO; 1MANUEL IGNACIO VIDAL TASSARA";1 - UNIVERSIDAD NACIONAL DE TRUJILLO
8865 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;1Ruben Mauricio Ticona Fernández Dávila;1 - UNMSM
8867 ;17. Trabajo y Restructuración Productiva;1Luis Andrés Aguilera Donnay;1 - universidad alberto hurtado
8869 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;"1María Eugenia Martínez De Ita; 2Zayra Yadira Morales Díaz; 2Itzell Sánchez Martínez";1 - Benemérita Universidad Autóoma de Puebla, 2 - BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA
8870 ;12. sociología de la cultura, arte e interculturalidad;1Alejandro Flores Solís;1 - Universidad Autónoma del Estado de México
8871 ;23. Corrupción, Violencia Social, Seguridad y Defensa;"1Alma Rosa Mora Pizano; 2María Guadalupe Mora Pizano; 1Jorge Luis Morett Sánchez";1 - Departamento de Sociología Rural. Universidad Autónoma Chapingo, 2 - Departamento de Preparatoria Agrícola. Universidad Autónoma Chapingo
8872 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1María Paz Rey;1 - Universidad Nacional del Centro de la Provincia de Buenos Aires
8873 ;20. Sociología de la Religión;1Gustavo Gilson Oliveira;1 - UFPE
8874 ;16. Universidad Latinoamericana: interpelaciones y desafíos;1CARMENZA SÁNCHEZ;1 - Universidad de Caldas
8875 ;12. sociología de la cultura, arte e interculturalidad;1Luisa Maria Marmolejo Sarria;1 - Universidad del Valle
8876 ;16. Universidad Latinoamericana: interpelaciones y desafíos;"1Fabio Costa; 1Brendell Candido";1 - Universidade Federal de Goiás
8877 ;06. Imaginarios Sociales y Memoria;1Margarita Vélez Maya;1 - Universidad Cooperativa de Colombia
8879 ;24. Sociología de la Educación y Políticas Educativas;"1Diana Molina Rodríguez; 2Gabriela Estefania Sánchez Narváez; 2Dayana Valeria Rosero Acosta; 2Edwin Daniel Rosales Tobar";1 - Mg. en Filosofía de la Universidad del Valle - Investigador Asociado Colciencias - Miembro del Grupo de Investigación La Minga, Clasificación B Colciencias - Docente Universidad de Nariño y Universidad Cooperativa de Colombia, 2 - Universidad de Nariño
